fixture_id,team_id,team_name,formation,coach_id,coach_name,player_id,player_name,player_number,player_pos,player_grid,is_starter,ingestion_date,source_file
1208519,548,Real Sociedad,4-4-2,1586,Imanol Alguacil,47269,Álex Remiro,1,G,1:1,True,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208519_lineups.json
1208519,548,Real Sociedad,4-4-2,1586,Imanol Alguacil,2202,H. Traoré,18,D,2:4,True,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208519_lineups.json
1208519,548,Real Sociedad,4-4-2,1586,Imanol Alguacil,47314,Zubeldia,5,D,2:3,True,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208519_lineups.json
1208519,548,Real Sociedad,4-4-2,1586,Imanol Alguacil,182546,Jon Pacheco,20,D,2:2,True,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208519_lineups.json
1208519,548,Real Sociedad,4-4-2,1586,Imanol Alguacil,182636,Javi López,12,D,2:1,True,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208519_lineups.json
1208519,548,Real Sociedad,4-4-2,1586,Imanol Alguacil,32862,T. Kubo,14,M,3:4,True,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208519_lineups.json
1208519,548,Real Sociedad,4-4-2,1586,Imanol Alguacil,47315,Martín Zubimendi,4,M,3:3,True,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208519_lineups.json
1208519,548,Real Sociedad,4-4-2,1586,Imanol Alguacil,47440,Brais Méndez,23,M,3:2,True,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208519_lineups.json
1208519,548,Real Sociedad,4-4-2,1586,Imanol Alguacil,23,Sergio Gómez,17,M,3:1,True,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208519_lineups.json
1208519,548,Real Sociedad,4-4-2,1586,Imanol Alguacil,37938,S. Becker,11,F,4:2,True,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208519_lineups.json
1208519,548,Real Sociedad,4-4-2,1586,Imanol Alguacil,47323,Mikel Oyarzabal,10,F,4:1,True,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208519_lineups.json
1208519,548,Real Sociedad,4-4-2,1586,Imanol Alguacil,405073,Jon Martín,31,D,,False,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208519_lineups.json
1208519,548,Real Sociedad,4-4-2,1586,Imanol Alguacil,31406,U. Sadiq,19,F,,False,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208519_lineups.json
1208519,548,Real Sociedad,4-4-2,1586,Imanol Alguacil,182603,Jon Olasagasti,16,M,,False,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208519_lineups.json
1208519,548,Real Sociedad,4-4-2,1586,Imanol Alguacil,290106,Pablo Marín,28,M,,False,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208519_lineups.json
1208519,548,Real Sociedad,4-4-2,1586,Imanol Alguacil,183744,Beñat Turrientes,22,M,,False,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208519_lineups.json
1208519,548,Real Sociedad,4-4-2,1586,Imanol Alguacil,183699,Urko González,15,M,,False,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208519_lineups.json
1208519,548,Real Sociedad,4-4-2,1586,Imanol Alguacil,7332,L. Sučić,24,M,,False,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208519_lineups.json
1208519,548,Real Sociedad,4-4-2,1586,Imanol Alguacil,189832,Unai Marrero,13,G,,False,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208519_lineups.json
1208519,548,Real Sociedad,4-4-2,1586,Imanol Alguacil,47303,Aihen Muñoz,3,D,,False,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208519_lineups.json
1208519,548,Real Sociedad,4-4-2,1586,Imanol Alguacil,199044,J. Aramburu,27,D,,False,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208519_lineups.json
1208519,548,Real Sociedad,4-4-2,1586,Imanol Alguacil,287652,Jon Magunazelaia,25,M,,False,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208519_lineups.json
1208519,548,Real Sociedad,4-4-2,1586,Imanol Alguacil,337843,Aitor Fraga,32,G,,False,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208519_lineups.json
1208519,542,Alaves,4-2-3-1,45,Luis García,47353,Antonio Sivera,1,G,1:1,True,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208519_lineups.json
1208519,542,Alaves,4-2-3-1,45,Luis García,162170,Hugo Novoa,16,D,2:4,True,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208519_lineups.json
1208519,542,Alaves,4-2-3-1,45,Luis García,46813,A. Abqar,5,D,2:3,True,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208519_lineups.json
