fixture_id,team_id,team_name,player_id,player_name,minutes,number,position,rating,captain,substitute,offsides,shots_total,shots_on,goals_total,goals_conceded,goals_assists,goals_saves,passes_total,passes_key,passes_accuracy,tackles_total,tackles_blocks,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,dribbles_past,fouls_drawn,fouls_committed,cards_yellow,cards_red,penalty_won,penalty_committed,penalty_scored,penalty_missed,penalty_saved,ingestion_date,source_file
1208496,541,Real Madrid,1271,Aurélien Tchouaméni,63.0,14,M,7.2,False,False,,,,,0,0.0,,58.0,,57,4.0,,,8.0,6.0,,,1.0,1.0,,0,0,,,0,0,,2026-05-07,raw/api_football/fixture_players/2026-04-30/fixture_1208496_players.json
1208496,541,Real Madrid,129718,Jude Bellingham,88.0,5,M,7.7,False,False,,,,,0,0.0,,72.0,2.0,62,6.0,,,15.0,9.0,1.0,1.0,,2.0,1.0,0,0,,,0,0,,2026-05-07,raw/api_football/fixture_players/2026-04-30/fixture_1208496_players.json
1208496,541,Real Madrid,10009,Rodrygo,90.0,11,F,8.2,False,False,,2.0,2.0,1.0,0,0.0,,65.0,1.0,59,1.0,,,7.0,5.0,3.0,2.0,,2.0,1.0,0,0,,,0,0,,2026-05-07,raw/api_football/fixture_players/2026-04-30/fixture_1208496_players.json
1208496,541,Real Madrid,278,Kylian Mbappé,90.0,9,F,7.3,False,False,,4.0,2.0,,0,0.0,,31.0,,25,,,,6.0,3.0,5.0,3.0,,,,0,0,,,0,0,,2026-05-07,raw/api_football/fixture_players/2026-04-30/fixture_1208496_players.json
1208496,541,Real Madrid,762,Vinícius Júnior,88.0,7,F,7.3,False,False,,1.0,,,0,1.0,,40.0,6.0,31,,,,16.0,5.0,8.0,3.0,,2.0,,0,0,,,0,0,,2026-05-07,raw/api_football/fixture_players/2026-04-30/fixture_1208496_players.json
1208496,541,Real Madrid,754,Luka Modrić,27.0,10,M,7,False,True,,2.0,1.0,,0,0.0,,42.0,,36,,,,1.0,,,,,,,0,0,,,0,0,,2026-05-07,raw/api_football/fixture_players/2026-04-30/fixture_1208496_players.json
1208496,541,Real Madrid,757,Lucas Vázquez,10.0,17,M,6.5,False,True,,,,,0,0.0,,3.0,,2,,,,1.0,,,,1.0,,,0,0,,,0,0,,2026-05-07,raw/api_football/fixture_players/2026-04-30/fixture_1208496_players.json
1208496,541,Real Madrid,291964,Arda Güler,9.0,15,M,6.6,False,True,,,,,0,0.0,,3.0,,2,,,,3.0,2.0,1.0,1.0,,1.0,1.0,0,0,,,0,0,,2026-05-07,raw/api_football/fixture_players/2026-04-30/fixture_1208496_players.json
1208496,541,Real Madrid,744,Brahim Díaz,9.0,21,M,6.7,False,True,,,,,0,0.0,,5.0,,5,,,,,,,,,,,0,0,,,0,0,,2026-05-07,raw/api_football/fixture_players/2026-04-30/fixture_1208496_players.json
1208496,541,Real Madrid,396475,Fran Gonzalez,,26,G,,False,True,,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,2026-05-07,raw/api_football/fixture_players/2026-04-30/fixture_1208496_players.json
1208496,541,Real Madrid,47400,Andriy Lunin,,13,G,,False,True,,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,2026-05-07,raw/api_football/fixture_players/2026-04-30/fixture_1208496_players.json
1208496,541,Real Madrid,741,Jesús Vallejo,,18,D,,False,True,,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,2026-05-07,raw/api_football/fixture_players/2026-04-30/fixture_1208496_players.json
1208496,541,Real Madrid,386305,Jacobo Naveros,,31,D,,False,True,,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,2026-05-07,raw/api_football/fixture_players/2026-04-30/fixture_1208496_players.json
1208496,541,Real Madrid,736,Fran García,,20,D,,False,True,,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,2026-05-07,raw/api_football/fixture_players/2026-04-30/fixture_1208496_players.json
1208496,541,Real Madrid,748,Dani Ceballos,,19,M,,False,True,,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,2026-05-07,raw/api_football/fixture_players/2026-04-30/fixture_1208496_players.json
1208496,541,Real Madrid,377122,Endrick,,16,F,,False,True,,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,2026-05-07,raw/api_football/fixture_players/2026-04-30/fixture_1208496_players.json
1208497,534,Las Palmas,124,Jasper Cillessen,90.0,1,G,7,False,False,,,,,2,0.0,4.0,34.0,,24,,,,,,,,,,,0,0,,,0,0,0.0,2026-05-07,raw/api_football/fixture_players/2026-04-30/fixture_1208497_players.json
1208497,534,Las Palmas,162026,Marvin Park,76.0,2,D,6.3,False,False,,,,,0,0.0,,17.0,1.0,12,,1.0,,6.0,1.0,,,3.0,1.0,2.0,0,0,,,0,0,,2026-05-07,raw/api_football/fixture_players/2026-04-30/fixture_1208497_players.json
1208497,534,Las Palmas,131535,Alex Suárez,90.0,4,D,6.2,False,False,,,,,0,0.0,,49.0,,44,3.0,,1.0,8.0,4.0,,,,,1.0,0,0,,,0,0,,2026-05-07,raw/api_football/fixture_players/2026-04-30/fixture_1208497_players.json
1208497,534,Las Palmas,162475,Mika Mármol,90.0,3,D,6.7,False,False,,1.0,,,0,0.0,,59.0,1.0,52,1.0,1.0,,3.0,1.0,,,,,1.0,1,0,,,0,0,,2026-05-07,raw/api_football/fixture_players/2026-04-30/fixture_1208497_players.json
1208497,534,Las Palmas,47052,Álex Muñoz,69.0,23,D,7.6,False,False,,1.0,,,0,0.0,,28.0,3.0,20,5.0,1.0,2.0,14.0,9.0,,,,2.0,3.0,0,0,,,0,0,,2026-05-07,raw/api_football/fixture_players/2026-04-30/fixture_1208497_players.json
1208497,534,Las Palmas,21709,Enzo Loiodice,69.0,12,M,6.9,False,False,1.0,,,,0,0.0,,43.0,2.0,35,1.0,,1.0,3.0,1.0,,,,,,0,0,,,0,0,,2026-05-07,raw/api_football/fixture_players/2026-04-30/fixture_1208497_players.json
1208497,534,Las Palmas,70315,Kirian Rodríguez,90.0,20,M,7.3,True,False,,1.0,,,0,0.0,,77.0,,65,1.0,,,4.0,3.0,,,,1.0,,0,0,,,0,0,,2026-05-07,raw/api_football/fixture_players/2026-04-30/fixture_1208497_players.json
1208497,534,Las Palmas,2671,Jaime Mata,68.0,17,M,6.7,False,False,,1.0,,,0,0.0,,10.0,,6,1.0,,1.0,7.0,3.0,,,2.0,1.0,2.0,0,0,,,0,0,,2026-05-07,raw/api_football/fixture_players/2026-04-30/fixture_1208497_players.json
1208497,534,Las Palmas,46860,Javier Muñoz,90.0,5,M,7.2,False,False,,1.0,,,0,1.0,,35.0,4.0,27,1.0,,1.0,7.0,3.0,,,,2.0,,0,0,,,0,0,,2026-05-07,raw/api_football/fixture_players/2026-04-30/fixture_1208497_players.json
1208497,534,Las Palmas,182519,Alberto Moleiro,87.0,10,M,6.7,False,False,,4.0,3.0,,0,0.0,,16.0,1.0,15,,,,11.0,2.0,8.0,2.0,,,1.0,0,0,,,0,0,,2026-05-07,raw/api_football/fixture_players/2026-04-30/fixture_1208497_players.json
1208497,534,Las Palmas,19337,Oliver McBurnie,87.0,16,F,6.9,False,False,,1.0,1.0,,0,0.0,,16.0,1.0,11,1.0,,1.0,16.0,8.0,,,,2.0,1.0,0,0,,,0,0,,2026-05-07,raw/api_football/fixture_players/2026-04-30/fixture_1208497_players.json
1208497,534,Las Palmas,47324,Sandro Ramírez,22.0,19,F,7.5,False,True,,1.0,1.0,1.0,0,0.0,,4.0,,3,1.0,,2.0,4.0,3.0,,,1.0,2.0,,0,0,,,0,0,,2026-05-07,raw/api_football/fixture_players/2026-04-30/fixture_1208497_players.json
1208497,534,Las Palmas,44811,Scott McKenna,21.0,15,D,6.3,False,True,,,,,0,0.0,,15.0,,13,,,,,,,,,,,0,0,,,0,0,,2026-05-07,raw/api_football/fixture_players/2026-04-30/fixture_1208497_players.json
